address,zip_code,building_name,leasing_phone,leasing_email,website,numberofunits,year_built,number_stories,total_livable_area,market_value,owner_business_name,parcel_number,contact_confidence,source,active_listings_count,studio_count,br1_count,br2_count,br3plus_count,rent_min,rent_max,year_built_source,construction_era,website_source,lon,lat
3952 Lancaster Ave,19104,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2024,3,9500,1985700,Skale Real Estate,881000668,rentcast_candidate,rentcast,4,2,2,0,0,1150,1575,opa_backfill,2020+,derived_from_email,-75.202164,39.9627
1134 Sansom St,19107,,2156273500,vicki@kwempower.com,http://tcsgroup.com,,2024,20,500850,149888300,KW Empower,881000424,rentcast_candidate,rentcast,40,3,25,12,0,1963,5831,opa_backfill,2020+,rentcast_api,-75.159813,39.949402
5542-44 Ridge Ave,19128,,6108223356,alexandria.stewart@cbpref.com,https://www.coldwellbankerhomes.com/pa/philadelphia/agent/alexandria-alex-stewart/aid_183566/,,2024,3,45465,8516100,COMPASS,881000610,rentcast_candidate,rentcast,3,1,0,2,0,1700,2250,opa_backfill,2020+,rentcast_api,-75.209106,40.024742
210 S 12th St,19107,,2156273500,vicki@kwempower.com,http://tcsgroup.com,,2024,32,449820,113565400,KW Empower,881000218,rentcast_candidate,rentcast,16,7,9,0,0,1900,3952,opa_backfill,2020+,rentcast_api,-75.161057,39.948383
121 N 2nd St,19106,,7326706496,gridsteve@comcast.net,https://premier.pennsylvania.remax.com,,1900,4,51004,8552200,National Realty Old City,881006050,rentcast_candidate,rentcast,16,3,10,3,0,1670,4020,opa_backfill,Pre-1950,rentcast_api,-75.1427,39.952393
1217 Spring Garden St,19123,,,,,,1920,,,,,,rentcast_candidate,rentcast,4,1,2,1,0,1200,1500,rentcast_estimate,Pre-1950,,-75.1586,39.962219
3439-1 Lancaster Ave,19104,,2674632428,team@rentscene.com,https://null,,1915,3,11978,4542700,"BMB Living, Inc.",881000136,rentcast_candidate,rentcast,3,1,2,0,0,1750,1975,opa_backfill,Pre-1950,rentcast_api,-75.191986,39.957966
2200 E Somerset St,19134,,2156273500,vicki@kwempower.com,http://tcsgroup.com,,2025,5,133300,34641200,KW Empower,881000368,rentcast_candidate,rentcast,10,2,4,4,0,1169,2121,opa_backfill,2020+,rentcast_api,-75.117722,39.985298
130 W Girard Ave,19123,,2156273500,vicki@kwempower.com,http://tcsgroup.com,,2025,7,40000,16603200,KW Empower,881000681,rentcast_candidate,rentcast,8,2,5,1,0,1410,2400,opa_backfill,2020+,rentcast_api,-75.137451,39.968906
6401 Saybrook Ave Apt D,19142,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,1920,,,,KW Empower,,rentcast_candidate,rentcast,2,1,0,1,0,1000,1000,rentcast_estimate,Pre-1950,derived_from_email,-75.232765,39.92601
4061 Powelton Ave,19104,,6108223356,cherryblossom.barrett@compass.com,https://www.compass.com,,1915,,4969,800300,COMPASS,881001185,rentcast_candidate,rentcast,2,1,0,1,0,1050,2300,opa_backfill,Pre-1950,derived_from_email,-75.20475,39.959225
6604 Ridge Ave,19128,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2022,5,43550,9263900,Skale Real Estate,881000747,rentcast_candidate,rentcast,12,1,9,2,0,1275,2400,opa_backfill,2020+,derived_from_email,-75.223976,40.039097
1734 W Girard Ave,19130,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1915,3,4683,855000,Keller Williams Main Line Realty,881070103,rentcast_candidate,rentcast,2,2,0,0,0,1250,1450,opa_backfill,Pre-1950,rentcast_api,-75.165657,39.972019
224-30 W Rittenhouse Sq,19103,,2159237600,daryl.turner@cbpref.com,https://www.coldwellbankerhomes.com//pa/philadelphia/office/old-city/oid_5052/,,1950,,,,Coldwell Banker Realty,,rentcast_candidate,rentcast,2,1,0,1,0,1600,3750,rentcast_estimate,1950-1979,rentcast_api,-75.17366,39.949062
1714 W Girard Ave,19130,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1920,,,,Keller Williams Main Line Realty,,rentcast_candidate,rentcast,2,2,0,0,0,1250,1450,rentcast_estimate,Pre-1950,rentcast_api,-75.164963,39.971928
850 N 22nd St,19130,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1920,,,,Keller Williams Main Line Realty,,rentcast_candidate,rentcast,4,3,1,0,0,1350,1750,rentcast_estimate,Pre-1950,rentcast_api,-75.173782,39.970959
139-59 N 23rd St,19103,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,2024,2,85248,23865700,Maxwell Realty Co,881000876,rentcast_candidate,rentcast,5,2,3,0,0,2145,2790,opa_backfill,2020+,rentcast_api,-75.176773,39.9575
965 Frankford Ave,19125,,2154223980,info@pennhunter.com,https://www.pennhunter.com,,2021,4,31200,7931900,PennHunter,881001213,rentcast_candidate,rentcast,2,2,0,0,0,1299,1299,opa_backfill,2020+,rentcast_api,-75.134132,39.965912
629 W Girard Ave,19123,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2021,6,39336,6887600,Jbmp Group,881001484,rentcast_candidate,rentcast,4,1,3,0,0,1175,1500,opa_backfill,2020+,rentcast_api,-75.147843,39.970755
1700 N Front St,19122,,2156273500,vicki@kwempower.com,http://tcsgroup.com,,2024,5,172844,37763600,KW Empower,881000565,rentcast_candidate,rentcast,10,2,5,3,0,1725,3495,opa_backfill,2020+,rentcast_api,-75.134445,39.975746
2321 Fitzwater St,19146,,2154674100,info@jg-realestate.com,https://www.jg-realestate.com,,1899,4,8238,1033400,JG Real Estate,881576202,rentcast_candidate,rentcast,4,2,1,1,0,1495,2895,opa_backfill,Pre-1950,rentcast_api,-75.181308,39.94396
5217-1/2 Warren St,19131,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,2026,,,,Keller Williams Main Line Realty,,rentcast_candidate,rentcast,3,1,1,1,0,995,1850,rentcast_estimate,2020+,rentcast_api,-75.227432,39.976639
200 Locust St,19106,,2155460550,clientservices@foxroach.com,https://attheharper.foxroach.com,,1963,,,,BHHS Fox & Roach At the Harper Rittenhouse Square,,rentcast_candidate,rentcast,3,1,2,0,0,1600,2450,rentcast_estimate,1950-1979,rentcast_api,-75.144814,39.945627
1230 N Marshall St,19122,,2156276005,clientservices@foxroach.com,https://societyhill.foxroach.com,,2023,3,4000,776500,BHHS Fox & Roach Center City-Society Hill,881000774,rentcast_candidate,rentcast,2,1,1,0,0,1400,1800,opa_backfill,2020+,rentcast_api,-75.147346,39.971443
747-00 S 2nd St,19147,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1890,4,3420,902200,Keller Williams Main Line Realty,881571620,rentcast_candidate,rentcast,2,1,1,0,0,1500,2200,opa_backfill,Pre-1950,rentcast_api,-75.145813,39.938831
2000 Dreer St,19125,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2024,6,28000,6405400,Jbmp Group,881000712,rentcast_candidate,rentcast,7,3,4,0,0,1375,2063,opa_backfill,2020+,rentcast_api,-75.132683,39.981434
336 Lombard St,19147,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,1922,3,10716,2009300,Jbmp Group,881504200,rentcast_candidate,rentcast,2,2,0,0,0,1300,1325,opa_backfill,Pre-1950,rentcast_api,-75.148628,39.94241
7127 Keystone St,19135,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2023,5,100508,16275100,Jbmp Group,881000096,rentcast_candidate,rentcast,5,3,1,1,0,1197,1750,opa_backfill,2020+,rentcast_api,-75.035309,40.026047
1725 Bainbridge St,19146,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,1915,3,2064,485500,KW Empower,881111800,rentcast_candidate,rentcast,3,3,0,0,0,1250,1325,opa_backfill,Pre-1950,derived_from_email,-75.17128,39.943645
4508 Walnut St,19139,,6108223356,cherryblossom.barrett@compass.com,https://www.compass.com,,1906,4,9251,2538200,COMPASS,881700020,rentcast_candidate,rentcast,2,1,1,0,0,1050,1345,opa_backfill,Pre-1950,derived_from_email,-75.212227,39.955036
945 Frankford Ave,19125,,2674358015,info@compass.com,https://www.compass.com,,,,,,COMPASS,,rentcast_candidate,rentcast,5,1,1,3,0,1465,2175,unknown,,derived_from_email,-75.134087,39.965221
569 N 5th St,19123,,2674358015,info@compass.com,https://www.compass.com,,2023,12,294800,93064700,COMPASS,881000144,rentcast_candidate,rentcast,5,1,2,2,0,1400,3035,opa_backfill,2020+,derived_from_email,-75.1464,39.96204
828 N 2nd St,19123,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2025,5,62250,13788800,Jbmp Group,881000818,rentcast_candidate,rentcast,2,2,0,0,0,1475,1475,opa_backfill,2020+,rentcast_api,-75.141075,39.964043
1112-16 E Berks St,19125,,2674632428,team@rentscene.com,https://null,,2023,4,37972,6893200,"BMB Living, Inc.",881000035,rentcast_candidate,rentcast,5,1,3,1,0,1550,2450,opa_backfill,2020+,rentcast_api,-75.12587,39.971046
1935 E Hazzard St,19125,,2154674100,info@jg-realestate.com,https://www.jg-realestate.com,,2020,4,10628,2029900,JG Real Estate,881712552,rentcast_candidate,rentcast,5,1,4,0,0,1195,1225,opa_backfill,2020+,rentcast_api,-75.126312,39.986893
915-17 N Broad St,19123,,2156273500,vicki@kwempower.com,https://www.thecondoshops.com/agent/noah-berson/,,2025,7,79975,13547500,KW Empower,881439502,rentcast_candidate,rentcast,7,2,2,3,0,1350,3000,opa_backfill,2020+,rentcast_api,-75.159111,39.970764
1701 N 2nd St,19122,,2158660050,info@elfantwissahickon.com,http://elfantwissahickon.com,,2019,6,61584,16735700,Elfant Wissahickon Realtors-Fishtown,881006848,rentcast_candidate,rentcast,2,2,0,0,0,1412,1650,opa_backfill,2010-2019,rentcast_api,-75.137772,39.976406
2317 N 33rd St,19132,,2156273500,vicki@kwempower.com,https://www.thecondoshops.com/agent/noah-berson/,,2022,3,7704,1217000,KW Empower,881125045,rentcast_candidate,rentcast,2,1,1,0,0,1000,1300,opa_backfill,2020+,rentcast_api,-75.185822,39.992825
1130 N Delaware Ave,19125,,2159237600,daryl.turner@cbpref.com,https://www.coldwellbankerhomes.com//pa/philadelphia/office/old-city/oid_5052/,,2023,7,209503,39560700,Coldwell Banker Realty,881000458,rentcast_candidate,rentcast,3,3,0,0,0,1440,1525,opa_backfill,2020+,rentcast_api,-75.130638,39.966713
3503 Midvale Ave,19129,,2156273500,vicki@kwempower.com,http://www.tollrealtygroup.com,,2024,5,32025,6801300,KW Empower,881001206,rentcast_candidate,rentcast,3,1,0,2,0,1500,2700,opa_backfill,2020+,rentcast_api,-75.192466,40.013946
1222 Ridge Ave,19123,,,,,,,,,,,,rentcast_candidate,rentcast,4,2,1,1,0,1195,1849,unknown,,,-75.158346,39.962542
1813 Ranstead St,19103,,6106683400,info@mainlinekw.com,http://www.damonmichels.com/,,1900,5,6210,1677300,Keller Williams Main Line - Narberth,881001303,rentcast_candidate,rentcast,2,1,1,0,0,1575,2600,opa_backfill,Pre-1950,rentcast_api,-75.170647,39.952374
1201 Vine St,19107,,,,,,2024,8,114384,34272000,MERITIS GROUP LLC,881000117,rentcast_candidate,rentcast,7,3,3,1,0,1295,2095,opa_backfill,2020+,,-75.15876,39.957909
2636 E York St,19125,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2023,,,,Jbmp Group,,rentcast_candidate,rentcast,2,1,1,0,0,1725,2175,rentcast_estimate,2020+,rentcast_api,-75.122017,39.975388
507 S 8th St,19147,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2016,3,26221,6690700,Ocf Realty Llc,881555800,rentcast_candidate,rentcast,9,1,6,2,0,1545,3045,opa_backfill,2010-2019,rentcast_api,-75.155098,39.94294
1131-39 N Front St,19123,,2154223980,info@pennhunter.com,https://www.pennhunter.com,,2024,6,19500,8903400,PennHunter,881000918,rentcast_candidate,rentcast,4,1,3,0,0,1295,1595,opa_backfill,2020+,rentcast_api,-75.136169,39.968151
514 South St,19147,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2016,5,21593,6100400,Ocf Realty Llc,881515482,rentcast_candidate,rentcast,6,4,2,0,0,1435,1850,opa_backfill,2010-2019,rentcast_api,-75.151543,39.941605
1236 E Columbia Ave,19125,,,,,,1900,3,13919,1654000,THE SHEBA LLC,881068690,rentcast_candidate,rentcast,4,2,2,0,0,1295,1595,opa_backfill,Pre-1950,,-75.131287,39.971188
225 N 12th St,19107,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2024,6,18900,3163500,Jbmp Group,881000677,rentcast_candidate,rentcast,5,2,1,2,0,1467,2600,opa_backfill,2020+,rentcast_api,-75.158653,39.95647
1401 Spruce St,19102,,2674358015,info@compass.com,https://www.onthesquarerealestate.com/,,1900,,,,COMPASS,,rentcast_candidate,rentcast,3,1,1,1,0,2765,5045,rentcast_estimate,Pre-1950,rentcast_api,-75.16508,39.9473
6808 Ridge Ave,19128,,2158217487,leasing@mgmtresidential.com,http://mgmtresidential.com,,2023,5,71995,14769300,Mgmt Residential,881000354,rentcast_candidate,rentcast,6,1,4,1,0,1350,2125,opa_backfill,2020+,rentcast_api,-75.227032,40.042449
6400 Haverford Ave,19151,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,1930,4,6888,4694400,KW Empower,881000624,rentcast_candidate,rentcast,7,1,3,3,0,990,1900,opa_backfill,Pre-1950,derived_from_email,-75.247272,39.971738
710 N 16th St,19130,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2021,4,21360,5826600,Skale Real Estate,881809250,rentcast_candidate,rentcast,4,1,2,1,0,1375,2200,opa_backfill,2020+,derived_from_email,-75.163904,39.967719
1220 N Broad St,19121,,,,,,1940,,,,,,rentcast_candidate,rentcast,3,1,1,1,0,1025,1350,rentcast_estimate,Pre-1950,,-75.159405,39.972409
150 S Independence Mall W,19106,,6106359977,gridsteve@comcast.net,http://www.serhant.com,,1927,10,75000,67000000,SERHANT PENNSYLVANIA LLC,881000279,rentcast_candidate,rentcast,4,1,1,2,0,1795,2850,opa_backfill,Pre-1950,rentcast_api,-75.151474,39.948971
2101 Chestnut St,19103,,2155837777,wmfitzgerald@msn.com,http://www.realtymark.net,,1900,,,,Realty Mark Cityscape-Kop,,rentcast_candidate,rentcast,8,2,6,0,0,1350,2045,rentcast_estimate,Pre-1950,rentcast_api,-75.175766,39.952626
4442 Ridge Ave,19129,,,,,,1924,6,145728,25219600,RIDGE AVE PARTNERS LLC,881000463,rentcast_candidate,rentcast,2,1,1,0,0,1514,1849,opa_backfill,Pre-1950,,-75.199867,40.010883
4242 Pine St,19104,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1915,,,,Keller Williams Main Line Realty,,rentcast_candidate,rentcast,2,1,0,1,0,1200,2050,rentcast_estimate,Pre-1950,rentcast_api,-75.208992,39.951195
1100 S Broad St,19146,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1904,,,,Ocf Realty Llc,,rentcast_candidate,rentcast,3,1,2,0,0,1259,1850,rentcast_estimate,Pre-1950,rentcast_api,-75.16778,39.93761
2201 Pennsylvania Ave,19130,,2674358015,info@compass.com,https://www.tcsgroup.com/agent/liela-rushton/,,1952,,,,COMPASS,,rentcast_candidate,rentcast,7,1,5,1,0,1325,2060,rentcast_estimate,1950-1979,rentcast_api,-75.174904,39.963615
300 W Coulter St,19144,,,,,,,,,,,,rentcast_candidate,rentcast,2,1,1,0,0,845,940,unknown,,,-75.17601,40.02766
4639 Umbria St,19127,,,,,,,,,,,,rentcast_candidate,rentcast,2,1,1,0,0,1150,1400,unknown,,,-75.229778,40.030568
129 W Susquehanna Ave,19122,,2154674100,info@jg-realestate.com,https://www.jg-realestate.com,,1925,3,2752,371600,JG Real Estate,881299306,rentcast_candidate,rentcast,2,1,1,0,0,995,1150,opa_backfill,Pre-1950,rentcast_api,-75.134003,39.983673
406 W Walnut Ln,19144,,,,,,1927,3,37612,3739400,400 WALNUT LANE LLC,881211300,rentcast_candidate,rentcast,2,0,2,0,0,1150,1250,opa_backfill,Pre-1950,,-75.1847,40.03424
1245 Ridge Ave,19123,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2020,4,29244,5397800,Ocf Realty Llc,881000717,rentcast_candidate,rentcast,4,0,4,0,0,1425,1485,opa_backfill,2020+,rentcast_api,-75.158455,39.963539
1534 S 4th St,19147,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1075,1075,unknown,,,-75.152254,39.928602
1705 Jackson St,19145,,,,,,1940,2,15300,2751900,1710-18 WEST PASSYUNK AVE,881303010,rentcast_candidate,rentcast,2,0,2,0,0,1375,1375,opa_backfill,Pre-1950,,-75.175117,39.924072
7108 Oxford Ave,19111,,,,,,,,,,,,rentcast_candidate,rentcast,3,0,3,0,0,1150,1175,unknown,,,-75.08567,40.05802
1701 N Front St,19122,,,,,,2022,8,64132,15281700,21 E COLUMBIA AVE INVESTORS LLC,881000045,rentcast_candidate,rentcast,3,0,2,1,0,1450,1975,opa_backfill,2020+,,-75.133942,39.975113
7715 Mccallum St,19118,,,,,,,,,,,,rentcast_candidate,rentcast,11,0,5,6,0,1499,2285,unknown,,,-75.209724,40.058006
4561 N Camac St,19140,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,1,1,0,1000,1100,unknown,,,-75.145081,40.022469
1163 S Cleveland St,19146,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1100,1100,unknown,,,-75.173973,39.936996
9951 Academy Rd,19114,,,,,,,,,,,,rentcast_candidate,rentcast,9,0,6,3,0,1230,1650,unknown,,,-75.000099,40.076244
1309 W Wingohocking St,19140,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1111,1111,unknown,,,-75.14669,40.021477
3309 Powelton Ave,19104,,,,,,1900,3,8496,1148300,3301 POWELTON ASSOC,881811000,rentcast_candidate,rentcast,2,0,2,0,0,1150,1150,opa_backfill,Pre-1950,,-75.189867,39.960331
5007 Pine St,19143,,,,,,1925,3,2694,410500,KIM YONG,881215540,rentcast_candidate,rentcast,2,0,2,0,0,1150,1200,opa_backfill,Pre-1950,,-75.222572,39.953297
2020 N 22nd St,19121,,,,,,2022,3,10120,1626000,MAYAS COUCH 1031 KH LIMITED LIABILITY CO,881000196,rentcast_candidate,rentcast,4,0,4,0,0,1200,1200,opa_backfill,2020+,,-75.170006,39.985825
506 S 41st St,19104,,,,,,1890,3,10440,812700,502 S 41ST STREET LLC,881609000,rentcast_candidate,rentcast,7,0,7,0,0,1025,1075,opa_backfill,Pre-1950,,-75.206093,39.949184
1247 E Columbia Ave,19125,,,,,,2016,,,,,,rentcast_candidate,rentcast,2,0,1,1,0,1860,2900,rentcast_estimate,2010-2019,,-75.130769,39.971546
726 N 19th St,19130,,,,,,2018,,,,,,rentcast_candidate,rentcast,3,0,3,0,0,1650,1745,rentcast_estimate,2010-2019,,-75.168617,39.968258
1330 S Patton St,19146,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2023,4,31360,6012900,Ocf Realty Llc,881000773,rentcast_candidate,rentcast,8,0,8,0,0,1178,1329,opa_backfill,2020+,rentcast_api,-75.196457,39.937016
1635 E Passyunk Ave Unit R,19148,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1920,,,,Ocf Realty Llc,,rentcast_candidate,rentcast,3,0,3,0,0,1345,1345,rentcast_estimate,Pre-1950,rentcast_api,-75.164001,39.929134
934 S 5th St,19147,,,,,,2017,3,13461,1990900,NATIVE STREET ASSOCIATES,881500950,rentcast_candidate,rentcast,2,0,2,0,0,1695,1695,opa_backfill,2010-2019,,-75.152336,39.936481
6331 Carnation St,19144,,,,,,1942,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1295,1295,rentcast_estimate,Pre-1950,,-75.177872,40.047729
3534 Wharton St,19146,,,,,,1915,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1100,1100,rentcast_estimate,Pre-1950,,-75.201469,39.938702
820 N 3rd St,19123,,,,,,1825,4,16864,7255500,808 N 3RD LLC,881000892,rentcast_candidate,rentcast,2,0,2,0,0,2085,2085,opa_backfill,Pre-1950,,-75.1432,39.964059
1501 S 17th St,19146,,,,,,,,,,,,rentcast_candidate,rentcast,4,0,3,1,0,1475,1825,unknown,,,-75.172798,39.931557
400-18 W Walnut Ln,19144,,,,,,1927,3,37612,3739400,400 WALNUT LANE LLC,881211300,rentcast_candidate,rentcast,2,0,2,0,0,1150,1250,opa_backfill,Pre-1950,,-75.184418,40.034485
1023 Spruce St,19107,,,,,,1900,4,5585,1739800,1023-1028 SPRUCE LP,881517300,rentcast_candidate,rentcast,5,0,1,4,0,1795,2495,opa_backfill,Pre-1950,,-75.158709,39.94651
3411 Chestnut St,19104,,,,,,2008,,,,,,rentcast_candidate,rentcast,14,0,5,9,0,2656,3856,rentcast_estimate,2000-2009,,-75.192238,39.954643
631 N Broad St,19123,,,,,,2025,6,90546,23015100,619 BROAD HOLDING LLC,881000896,rentcast_candidate,rentcast,4,0,3,1,0,2150,2825,opa_backfill,2020+,,-75.160522,39.964542
1115 N American St,19123,,2674358015,info@compass.com,https://www.compass.com,,2024,6,46440,10603000,COMPASS,881000723,rentcast_candidate,rentcast,2,0,1,1,0,1600,3300,opa_backfill,2020+,derived_from_email,-75.14044,39.968334
519 S 21st St,19146,,,,,,1915,3,8400,2236800,TEN STONE PROPERTIES LLC,881124502,rentcast_candidate,rentcast,2,0,2,0,0,1595,1850,opa_backfill,Pre-1950,,-75.17672,39.945503
1439 Federal St,19146,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2023,4,32640,6840100,Ocf Realty Llc,881000720,rentcast_candidate,rentcast,5,0,5,0,0,1394,1595,opa_backfill,2020+,rentcast_api,-75.16851,39.936153
427 Monroe St,19147,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1930,4,10584,2269400,Ocf Realty Llc,881501030,rentcast_candidate,rentcast,7,0,5,2,0,1645,2445,opa_backfill,Pre-1950,rentcast_api,-75.150642,39.940285
4902 Spruce St,19139,,,,,,2022,8,180000,29847100,49TH & SPRUCE PARKING LP,881000278,rentcast_candidate,rentcast,2,0,2,0,0,1800,1850,opa_backfill,2020+,,-75.2206615,39.9536717
1430 South St,19146,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2015,5,25909,7595100,Ocf Realty Llc,881020310,rentcast_candidate,rentcast,5,0,5,0,0,1720,1865,opa_backfill,2010-2019,rentcast_api,-75.166634,39.943626
509 S 44th St,19104,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1095,1425,unknown,,,-75.210938,39.949745
5303 Chester Ave,19143,,,,,,2024,3,6846,1239700,CAN PROPERTIES 1 LLC,881000544,rentcast_candidate,rentcast,2,0,2,0,0,1295,1295,opa_backfill,2020+,,-75.221916,39.940723
2328-44 N 2nd St,19133,,2153871002,chris@newagerealtygroup.com,https://www.newagerealtygroup.com,,2023,4,37448,4865600,New Age Realty Group,881427500,rentcast_candidate,rentcast,13,0,2,11,0,1395,1675,opa_backfill,2020+,rentcast_api,-75.136276,39.986374
1305 Locust St,19107,,,,,,1905,4,10000,2088300,1305 LOCUST LLC,881012205,rentcast_candidate,rentcast,3,0,3,0,0,1595,1645,opa_backfill,Pre-1950,,-75.162631,39.948122
1025 E Montgomery Ave,19125,,,,,,1915,2,10752,1469100,REGENCY 1025 LLC,881130601,rentcast_candidate,rentcast,2,0,2,0,0,1595,1595,opa_backfill,Pre-1950,,-75.126076,39.970158
2616 W Girard Ave,19130,,,,,,2020,4,21826,3132100,2616 W GIRARD LLC,881070279,rentcast_candidate,rentcast,4,0,3,1,0,1650,1950,opa_backfill,2020+,,-75.179558,39.973816
